wheel-base,length,width,curb-weight,num-of-cylinders,engine-size,bore,horsepower,city-mpg,highway-mpg,price,wheel-base,length,width,curb-weight,num-of-cylinders,engine-size,bore,horsepower,city-mpg,highway-mpg,price,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,fuel-system_1bbl,fuel-system_2bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
96.3,172.4,65.4,2365,4.0,122,3.35,88.0,25,32,6989.0,96.3,172.4,65.4,2365,4.0,122,3.35,88.0,25,32,6989.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
96.3,172.4,65.4,2405,4.0,122,3.35,88.0,25,32,8189.0,96.3,172.4,65.4,2405,4.0,122,3.35,88.0,25,32,8189.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
96.3,172.4,65.4,2403,4.0,110,3.17,116.0,23,30,9279.0,96.3,172.4,65.4,2403,4.0,110,3.17,116.0,23,30,9279.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
96.3,172.4,65.4,2403,4.0,110,3.17,116.0,23,30,9279.0,96.3,172.4,65.4,2403,4.0,110,3.17,116.0,23,30,9279.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
94.5,165.3,63.8,1889,4.0,97,3.15,69.0,31,37,5499.0,94.5,165.3,63.8,1889,4.0,97,3.15,69.0,31,37,5499.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,165.3,63.8,2017,4.0,103,2.99,55.0,45,50,7099.0,94.5,165.3,63.8,2017,4.0,103,2.99,55.0,45,50,7099.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
94.5,165.3,63.8,1918,4.0,97,3.15,69.0,31,37,6649.0,94.5,165.3,63.8,1918,4.0,97,3.15,69.0,31,37,6649.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,165.3,63.8,1938,4.0,97,3.15,69.0,31,37,6849.0,94.5,165.3,63.8,1938,4.0,97,3.15,69.0,31,37,6849.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,170.2,63.8,2024,4.0,97,3.15,69.0,31,37,7349.0,94.5,170.2,63.8,2024,4.0,97,3.15,69.0,31,37,7349.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,165.3,63.8,1951,4.0,97,3.15,69.0,31,37,7299.0,94.5,165.3,63.8,1951,4.0,97,3.15,69.0,31,37,7299.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,165.6,63.8,2028,4.0,97,3.15,69.0,31,37,7799.0,94.5,165.6,63.8,2028,4.0,97,3.15,69.0,31,37,7799.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,165.3,63.8,1971,4.0,97,3.15,69.0,31,37,7499.0,94.5,165.3,63.8,1971,4.0,97,3.15,69.0,31,37,7499.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,170.2,63.8,2037,4.0,97,3.15,69.0,31,37,7999.0,94.5,170.2,63.8,2037,4.0,97,3.15,69.0,31,37,7999.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.1,162.4,63.8,2008,4.0,97,3.15,69.0,31,37,8249.0,95.1,162.4,63.8,2008,4.0,97,3.15,69.0,31,37,8249.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
97.2,173.4,65.2,2324,4.0,120,3.33,97.0,27,34,8949.0,97.2,173.4,65.2,2324,4.0,120,3.33,97.0,27,34,8949.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
97.2,173.4,65.2,2302,4.0,120,3.33,97.0,27,34,9549.0,97.2,173.4,65.2,2302,4.0,120,3.33,97.0,27,34,9549.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
100.4,181.7,66.5,3095,6.0,181,3.43,152.0,17,22,13499.0,100.4,181.7,66.5,3095,6.0,181,3.43,152.0,17,22,13499.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
100.4,184.6,66.5,3296,6.0,181,3.43,152.0,17,22,14399.0,100.4,184.6,66.5,3296,6.0,181,3.43,152.0,17,22,14399.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
100.4,184.6,66.5,3060,6.0,181,3.43,152.0,19,25,13499.0,100.4,184.6,66.5,3060,6.0,181,3.43,152.0,19,25,13499.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
91.3,170.7,67.9,3071,6.0,181,3.43,160.0,19,25,17199.0,91.3,170.7,67.9,3071,6.0,181,3.43,160.0,19,25,17199.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
91.3,170.7,67.9,3139,6.0,181,3.43,200.0,17,23,19699.0,91.3,170.7,67.9,3139,6.0,181,3.43,200.0,17,23,19699.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
99.2,178.5,67.9,3139,6.0,181,3.43,160.0,19,25,18399.0,99.2,178.5,67.9,3139,6.0,181,3.43,160.0,19,25,18399.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
107.9,186.7,68.4,3020,4.0,120,3.46,97.0,19,24,11900.0,107.9,186.7,68.4,3020,4.0,120,3.46,97.0,19,24,11900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
107.9,186.7,68.4,3197,4.0,152,3.7,95.0,28,33,13200.0,107.9,186.7,68.4,3197,4.0,152,3.7,95.0,28,33,13200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
114.2,198.9,68.4,3230,4.0,120,3.46,97.0,19,24,12440.0,114.2,198.9,68.4,3230,4.0,120,3.46,97.0,19,24,12440.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
114.2,198.9,68.4,3430,4.0,152,3.7,95.0,25,25,13860.0,114.2,198.9,68.4,3430,4.0,152,3.7,95.0,25,25,13860.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
107.9,186.7,68.4,3075,4.0,120,3.46,95.0,19,24,15580.0,107.9,186.7,68.4,3075,4.0,120,3.46,95.0,19,24,15580.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
107.9,186.7,68.4,3252,4.0,152,3.7,95.0,28,33,16900.0,107.9,186.7,68.4,3252,4.0,152,3.7,95.0,28,33,16900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
114.2,198.9,68.4,3285,4.0,120,3.46,95.0,19,24,16695.0,114.2,198.9,68.4,3285,4.0,120,3.46,95.0,19,24,16695.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
114.2,198.9,68.4,3485,4.0,152,3.7,95.0,25,25,17075.0,114.2,198.9,68.4,3485,4.0,152,3.7,95.0,25,25,17075.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
107.9,186.7,68.4,3075,4.0,120,3.46,97.0,19,24,16630.0,107.9,186.7,68.4,3075,4.0,120,3.46,97.0,19,24,16630.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
107.9,186.7,68.4,3252,4.0,152,3.7,95.0,28,33,17950.0,107.9,186.7,68.4,3252,4.0,152,3.7,95.0,28,33,17950.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
108.0,186.7,68.3,3130,4.0,134,3.61,142.0,18,24,18150.0,108.0,186.7,68.3,3130,4.0,134,3.61,142.0,18,24,18150.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
93.7,157.3,63.8,1918,4.0,90,2.97,68.0,37,41,5572.0,93.7,157.3,63.8,1918,4.0,90,2.97,68.0,37,41,5572.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
93.7,157.3,63.8,2128,4.0,98,3.03,102.0,24,30,7957.0,93.7,157.3,63.8,2128,4.0,98,3.03,102.0,24,30,7957.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
93.7,157.3,63.8,1967,4.0,90,2.97,68.0,31,38,6229.0,93.7,157.3,63.8,1967,4.0,90,2.97,68.0,31,38,6229.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
93.7,167.3,63.8,1989,4.0,90,2.97,68.0,31,38,6692.0,93.7,167.3,63.8,1989,4.0,90,2.97,68.0,31,38,6692.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
93.7,167.3,63.8,2191,4.0,98,2.97,68.0,31,38,7609.0,93.7,167.3,63.8,2191,4.0,98,2.97,68.0,31,38,7609.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
103.3,174.6,64.6,2535,4.0,122,3.35,88.0,24,30,8921.0,103.3,174.6,64.6,2535,4.0,122,3.35,88.0,24,30,8921.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.9,173.2,66.3,2818,4.0,156,3.59,145.0,19,24,12764.0,95.9,173.2,66.3,2818,4.0,156,3.59,145.0,19,24,12764.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
94.5,168.9,68.3,2778,4.0,151,3.94,143.0,19,27,22018.0,94.5,168.9,68.3,2778,4.0,151,3.94,143.0,19,27,22018.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
89.5,168.9,65.0,2756,6.0,194,3.74,207.0,17,25,29680.5,89.5,168.9,65.0,2756,6.0,194,3.74,207.0,17,25,29680.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
89.5,168.9,65.0,2756,6.0,194,3.74,207.0,17,25,29680.5,89.5,168.9,65.0,2756,6.0,194,3.74,207.0,17,25,29680.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
89.5,168.9,65.0,2800,6.0,194,3.74,207.0,17,25,29680.5,89.5,168.9,65.0,2800,6.0,194,3.74,207.0,17,25,29680.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
99.1,186.6,66.5,2658,4.0,121,3.54,110.0,21,28,11850.0,99.1,186.6,66.5,2658,4.0,121,3.54,110.0,21,28,11850.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
99.1,186.6,66.5,2695,4.0,121,3.54,110.0,21,28,12170.0,99.1,186.6,66.5,2695,4.0,121,3.54,110.0,21,28,12170.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
99.1,186.6,66.5,2707,4.0,121,2.54,110.0,21,28,15040.0,99.1,186.6,66.5,2707,4.0,121,2.54,110.0,21,28,15040.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
99.1,186.6,66.5,2758,4.0,121,3.54,110.0,21,28,15510.0,99.1,186.6,66.5,2758,4.0,121,3.54,110.0,21,28,15510.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
99.1,186.6,66.5,2808,4.0,121,3.54,160.0,19,26,18150.0,99.1,186.6,66.5,2808,4.0,121,3.54,160.0,19,26,18150.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
99.1,186.6,66.5,2847,4.0,121,3.54,160.0,19,26,18620.0,99.1,186.6,66.5,2847,4.0,121,3.54,160.0,19,26,18620.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
93.7,156.9,63.4,2050,4.0,97,3.62,69.0,31,36,5118.0,93.7,156.9,63.4,2050,4.0,97,3.62,69.0,31,36,5118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
93.7,157.9,63.6,2120,4.0,108,3.62,73.0,26,31,7053.0,93.7,157.9,63.6,2120,4.0,108,3.62,73.0,26,31,7053.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
93.3,157.3,63.8,2240,4.0,108,3.62,73.0,26,31,7603.0,93.3,157.3,63.8,2240,4.0,108,3.62,73.0,26,31,7603.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
97.2,172.0,65.4,2145,4.0,108,3.62,82.0,32,37,7126.0,97.2,172.0,65.4,2145,4.0,108,3.62,82.0,32,37,7126.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
97.2,172.0,65.4,2190,4.0,108,3.62,82.0,28,33,7775.0,97.2,172.0,65.4,2190,4.0,108,3.62,82.0,28,33,7775.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
97.2,172.0,65.4,2340,4.0,108,3.62,94.0,26,32,9960.0,97.2,172.0,65.4,2340,4.0,108,3.62,94.0,26,32,9960.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
97.0,172.0,65.4,2385,4.0,108,3.62,82.0,24,25,9233.0,97.0,172.0,65.4,2385,4.0,108,3.62,82.0,24,25,9233.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
97.0,172.0,65.4,2510,4.0,108,3.62,111.0,24,29,11259.0,97.0,172.0,65.4,2510,4.0,108,3.62,111.0,24,29,11259.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
97.0,173.5,65.4,2290,4.0,108,3.62,82.0,28,32,7463.0,97.0,173.5,65.4,2290,4.0,108,3.62,82.0,28,32,7463.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
97.0,173.5,65.4,2455,4.0,108,3.62,94.0,25,31,10198.0,97.0,173.5,65.4,2455,4.0,108,3.62,94.0,25,31,10198.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
96.9,173.6,65.4,2420,4.0,108,3.62,82.0,23,29,8013.0,96.9,173.6,65.4,2420,4.0,108,3.62,82.0,23,29,8013.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
96.9,173.6,65.4,2650,4.0,108,3.62,111.0,23,23,11694.0,96.9,173.6,65.4,2650,4.0,108,3.62,111.0,23,23,11694.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
95.7,158.7,63.6,1985,4.0,92,3.05,62.0,35,39,5348.0,95.7,158.7,63.6,1985,4.0,92,3.05,62.0,35,39,5348.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,158.7,63.6,2040,4.0,92,3.05,62.0,31,38,6338.0,95.7,158.7,63.6,2040,4.0,92,3.05,62.0,31,38,6338.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,158.7,63.6,2015,4.0,92,3.05,62.0,31,38,6488.0,95.7,158.7,63.6,2015,4.0,92,3.05,62.0,31,38,6488.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,169.7,63.6,2280,4.0,92,3.05,62.0,31,37,6918.0,95.7,169.7,63.6,2280,4.0,92,3.05,62.0,31,37,6918.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,169.7,63.6,2290,4.0,92,3.05,62.0,27,32,7898.0,95.7,169.7,63.6,2290,4.0,92,3.05,62.0,27,32,7898.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,169.7,63.6,3110,4.0,92,3.05,62.0,27,32,8778.0,95.7,169.7,63.6,3110,4.0,92,3.05,62.0,27,32,8778.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,166.3,64.4,2081,4.0,98,3.19,70.0,30,37,6938.0,95.7,166.3,64.4,2081,4.0,98,3.19,70.0,30,37,6938.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,166.3,64.4,2109,4.0,98,3.19,70.0,30,37,7198.0,95.7,166.3,64.4,2109,4.0,98,3.19,70.0,30,37,7198.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,166.3,64.4,2275,4.0,110,3.27,56.0,34,36,7898.0,95.7,166.3,64.4,2275,4.0,110,3.27,56.0,34,36,7898.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
95.7,166.3,64.4,2275,4.0,110,3.27,56.0,38,47,7788.0,95.7,166.3,64.4,2275,4.0,110,3.27,56.0,38,47,7788.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
95.7,166.3,64.4,2094,4.0,98,3.19,70.0,38,47,7738.0,95.7,166.3,64.4,2094,4.0,98,3.19,70.0,38,47,7738.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,166.3,64.4,2122,4.0,98,3.19,70.0,28,34,8358.0,95.7,166.3,64.4,2122,4.0,98,3.19,70.0,28,34,8358.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
95.7,166.3,64.4,2140,4.0,98,3.19,70.0,28,34,9258.0,95.7,166.3,64.4,2140,4.0,98,3.19,70.0,28,34,9258.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,168.7,64.0,2169,4.0,98,3.19,70.0,29,34,8058.0,94.5,168.7,64.0,2169,4.0,98,3.19,70.0,29,34,8058.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,168.7,64.0,2204,4.0,98,3.19,70.0,29,34,8238.0,94.5,168.7,64.0,2204,4.0,98,3.19,70.0,29,34,8238.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
94.5,168.7,64.0,2265,4.0,98,3.24,112.0,26,29,9298.0,94.5,168.7,64.0,2265,4.0,98,3.24,112.0,26,29,9298.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
94.5,168.7,64.0,2300,4.0,98,3.24,112.0,26,29,9538.0,94.5,168.7,64.0,2300,4.0,98,3.24,112.0,26,29,9538.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
